action_id,entity_id,action_type,effort_hours,expected_lift_pct,status
ACT0047,DEP015,monitor,28,5.7,Ready
ACT0048,DEP026,prioritize,27,15.1,In Review
ACT0049,DEP007,prioritize,26,17.3,Ready
ACT0050,DEP022,monitor,15,7.0,In Review
ACT0051,DEP023,escalate,19,6.7,In Review
ACT0052,DEP014,prioritize,32,9.3,Ready
ACT0053,DEP028,validate,11,10.3,Ready
ACT0054,DEP012,prioritize,36,14.1,Ready
ACT0055,DEP007,monitor,42,20.8,Ready
ACT0056,DEP031,validate,22,22.5,In Review
ACT0057,DEP023,validate,6,12.8,Ready
ACT0058,DEP007,escalate,4,22.3,Proposed
ACT0059,DEP026,validate,20,7.8,Proposed
ACT0060,DEP026,automate,40,12.6,In Review
ACT0061,DEP009,validate,37,7.6,Proposed
ACT0062,DEP033,prioritize,32,20.5,Proposed
ACT0063,DEP023,escalate,21,5.5,Ready
ACT0064,DEP030,document,22,9.0,Complete
ACT0065,DEP029,document,10,2.2,Ready
ACT0066,DEP014,monitor,16,19.6,In Review
ACT0067,DEP023,document,20,20.5,Proposed
ACT0068,DEP003,automate,11,13.0,Proposed
ACT0069,DEP014,escalate,42,17.3,Ready
ACT0070,DEP026,escalate,7,22.4,Proposed
ACT0071,DEP029,automate,7,13.4,In Review
ACT0072,DEP034,prioritize,30,5.5,In Review
ACT0073,DEP007,validate,17,20.2,Ready
ACT0074,DEP006,automate,14,9.9,Ready
ACT0075,DEP005,escalate,9,13.3,Complete
ACT0076,DEP027,document,39,4.8,Proposed
ACT0077,DEP023,automate,22,11.1,In Review
ACT0078,DEP018,document,10,17.7,Ready
ACT0079,DEP020,monitor,7,11.2,Ready
ACT0080,DEP015,monitor,9,12.9,Ready
ACT0081,DEP003,validate,36,8.5,Ready
ACT0082,DEP015,validate,12,15.6,Proposed
ACT0083,DEP024,monitor,18,8.8,Ready
ACT0084,DEP017,prioritize,27,23.1,In Review
ACT0085,DEP001,prioritize,36,19.4,Complete
ACT0086,DEP034,monitor,31,5.5,Complete
ACT0087,DEP013,document,37,13.2,In Review
ACT0088,DEP011,automate,20,5.4,Complete
ACT0089,DEP003,monitor,7,17.6,In Review
ACT0090,DEP004,document,16,14.2,Ready
ACT0091,DEP018,automate,5,15.4,In Review
ACT0092,DEP009,monitor,43,8.3,In Review
ACT0093,DEP020,escalate,37,3.4,Proposed
ACT0094,DEP006,automate,11,16.3,Proposed
ACT0095,DEP021,monitor,32,17.8,In Review
ACT0096,DEP029,automate,23,18.8,Complete
ACT0097,DEP025,automate,38,2.9,In Review
ACT0098,DEP013,monitor,28,20.6,Ready
ACT0099,DEP034,automate,3,3.3,Proposed
ACT0100,DEP031,validate,9,17.9,Ready
ACT0101,DEP025,document,26,4.2,Complete
ACT0102,DEP034,monitor,37,16.1,In Review
ACT0103,DEP032,prioritize,3,12.9,Complete
ACT0104,DEP011,monitor,17,13.6,Proposed
ACT0105,DEP012,validate,38,7.0,Complete
ACT0106,DEP024,escalate,35,22.6,In Review
ACT0107,DEP006,document,27,14.4,Proposed
ACT0108,DEP029,validate,24,17.1,In Review
ACT0109,DEP013,escalate,29,17.7,In Review
ACT0110,DEP012,prioritize,14,16.1,In Review
ACT0111,DEP004,document,14,3.6,Proposed
ACT0112,DEP035,document,23,20.4,In Review
ACT0113,DEP025,automate,15,2.3,Proposed
ACT0114,DEP001,prioritize,21,11.3,Complete
ACT0115,DEP032,prioritize,43,10.0,In Review
ACT0116,DEP035,escalate,14,15.9,Ready
ACT0117,DEP005,escalate,27,13.9,Complete
ACT0118,DEP001,prioritize,35,12.5,In Review
ACT0119,DEP008,escalate,30,19.7,Ready
ACT0120,DEP025,automate,12,17.8,Ready
ACT0121,DEP012,prioritize,38,10.7,Proposed
ACT0122,DEP015,validate,38,18.2,Ready
ACT0123,DEP033,monitor,26,4.8,Complete
ACT0124,DEP023,monitor,18,5.8,Complete
ACT0125,DEP028,monitor,43,13.0,In Review
ACT0126,DEP006,monitor,19,21.8,Ready
ACT0127,DEP034,document,42,14.7,Ready
ACT0128,DEP036,monitor,18,3.0,In Review
ACT0129,DEP022,document,11,14.3,Proposed
ACT0130,DEP002,monitor,20,5.3,Complete
ACT0131,DEP020,escalate,37,5.3,Complete
ACT0132,DEP010,document,12,22.4,Proposed
ACT0133,DEP001,monitor,16,19.6,Ready
ACT0134,DEP026,monitor,40,13.0,In Review
ACT0135,DEP012,automate,33,7.6,Ready
ACT0136,DEP035,monitor,37,15.2,Proposed
ACT0137,DEP034,automate,36,12.2,Proposed
ACT0138,DEP028,validate,27,4.0,In Review
ACT0139,DEP022,prioritize,15,15.1,Proposed
ACT0140,DEP029,validate,32,7.8,Proposed
ACT0141,DEP031,prioritize,38,13.0,Ready
ACT0142,DEP016,automate,18,22.1,Proposed
ACT0143,DEP034,prioritize,41,6.7,Ready
ACT0144,DEP011,document,11,22.3,In Review
ACT0145,DEP015,monitor,10,22.1,Complete
ACT0146,DEP026,escalate,16,18.6,Proposed
ACT0147,DEP016,automate,8,19.7,Complete
ACT0148,DEP012,validate,4,19.6,Complete
ACT0149,DEP032,prioritize,41,16.7,Complete
ACT0150,DEP019,prioritize,5,10.0,In Review
ACT0151,DEP003,automate,21,22.5,In Review
ACT0152,DEP020,document,31,2.1,In Review
ACT0153,DEP022,automate,13,7.1,Complete
ACT0154,DEP024,prioritize,13,3.6,In Review
ACT0155,DEP025,document,29,16.4,In Review
ACT0156,DEP023,monitor,38,18.1,Proposed
ACT0157,DEP006,validate,29,3.0,Ready
ACT0158,DEP015,automate,10,13.1,Ready
ACT0159,DEP022,monitor,26,16.2,Complete
ACT0160,DEP001,validate,34,18.5,Complete
ACT0161,DEP028,escalate,10,13.1,Complete
ACT0162,DEP031,document,12,22.7,Complete
ACT0163,DEP030,escalate,23,23.8,Complete
ACT0164,DEP001,escalate,13,23.4,Ready
ACT0165,DEP009,document,32,9.4,In Review
ACT0166,DEP028,document,42,14.8,In Review
ACT0167,DEP026,monitor,8,3.0,Proposed
ACT0168,DEP011,document,4,8.6,Ready
ACT0169,DEP013,document,16,9.8,Complete
ACT0170,DEP017,monitor,27,19.2,In Review
ACT0171,DEP024,prioritize,43,5.2,In Review
ACT0172,DEP035,automate,4,4.8,Proposed
ACT0173,DEP023,automate,33,2.4,In Review
ACT0174,DEP017,escalate,15,21.8,In Review
ACT0175,DEP019,monitor,24,3.5,Proposed
ACT0176,DEP009,automate,16,4.8,Proposed
ACT0177,DEP031,validate,37,8.6,Ready
ACT0178,DEP020,monitor,39,11.8,Complete
ACT0179,DEP015,prioritize,30,12.1,Complete
ACT0180,DEP036,escalate,36,7.3,Proposed
ACT0181,DEP021,escalate,36,18.0,Proposed
ACT0182,DEP017,automate,14,15.4,Proposed
ACT0183,DEP013,escalate,22,17.7,Ready
ACT0184,DEP023,validate,22,23.3,Proposed
ACT0185,DEP032,validate,7,16.7,Ready
ACT0186,DEP027,prioritize,9,10.4,Proposed
ACT0187,DEP030,document,20,22.3,Ready
ACT0188,DEP018,escalate,15,10.5,Complete
ACT0189,DEP033,automate,9,6.3,Complete
ACT0190,DEP003,monitor,38,19.6,Ready
ACT0191,DEP002,automate,30,23.4,In Review
ACT0192,DEP012,escalate,26,13.9,Ready
ACT0193,DEP023,validate,8,3.7,In Review
ACT0194,DEP003,prioritize,43,4.9,Ready
ACT0195,DEP033,validate,27,20.8,In Review
ACT0196,DEP029,validate,34,3.2,Proposed
ACT0197,DEP020,prioritize,31,19.2,In Review
ACT0198,DEP001,automate,14,22.0,Complete
ACT0199,DEP026,monitor,17,19.0,Complete
ACT0200,DEP036,validate,40,4.9,Complete
ACT0201,DEP023,escalate,19,12.6,Proposed
ACT0202,DEP003,document,30,5.8,Proposed
ACT0203,DEP026,validate,33,16.1,Ready
ACT0204,DEP002,validate,11,9.9,In Review
ACT0205,DEP004,monitor,3,13.5,Proposed
ACT0206,DEP022,document,9,11.5,In Review
ACT0207,DEP030,monitor,14,2.1,Proposed
ACT0208,DEP011,document,14,22.0,In Review
ACT0209,DEP029,monitor,43,18.9,In Review
ACT0210,DEP021,automate,24,2.4,Proposed
ACT0211,DEP023,escalate,20,13.9,Proposed
ACT0212,DEP015,escalate,8,3.3,Complete
ACT0213,DEP033,prioritize,32,19.3,Ready
ACT0214,DEP003,monitor,40,23.6,Proposed
ACT0215,DEP019,escalate,8,15.4,In Review
ACT0216,DEP036,validate,11,5.2,Proposed
ACT0217,DEP030,validate,5,22.1,In Review
ACT0218,DEP034,automate,12,16.7,Complete
ACT0219,DEP026,automate,24,14.4,Proposed
ACT0220,DEP036,escalate,34,10.5,In Review
